 month caisson hours
998 2015-03-01 5 14204
999 2015-04-01 5 14761
1000 2015-05-01 5 12305
1001 1998-10-01 6 5383
1002 1998-11-01 6 7625
1003 1998-12-01 6 6871
1004 1999-01-01 6 7439
1005 1999-02-01 6 8013
1006 1999-03-01 6 10799
1007 1999-04-01 6 9240
1008 1999-05-01 6 9656
1009 1999-06-01 6 12701
1010 1999-07-01 6 10830
1011 1999-08-01 6 13921
1012 1999-09-01 6 11526
1013 1999-10-01 6 11980
1014 1999-11-01 6 12570
1015 1999-12-01 6 16462
1016 2000-01-01 6 13745
1017 2000-02-01 6 18188
1018 2000-03-01 6 15488
1019 2000-04-01 6 15886
1020 2000-05-01 6 20401
1021 2000-06-01 6 16662
1022 2000-07-01 6 16948
1023 2000-08-01 6 21574
1024 2000-09-01 6 17621
1025 2000-10-01 6 18071
1026 2000-11-01 6 23289
1027 2000-12-01 6 19127
1028 2001-01-01 6 24378
1029 2001-02-01 6 19926
1030 2001-03-01 6 20323
1031 2001-04-01 6 20694
1032 2001-05-01 6 26385
1033 2001-06-01 6 21391
1034 2001-07-01 6 21669
1035 2001-08-01 6 21910
1036 2001-09-01 6 22196
1037 2001-10-01 6 28305
1038 2001-11-01 6 23078
1039 2001-12-01 6 17545
1040 2002-01-01 6 5916
1041 2002-02-01 6 24164
1042 2002-03-01 6 24444
1043 2002-04-01 6 30927
1044 2002-05-01 6 25031
1045 2002-06-01 6 25362
1046 2002-07-01 6 25638
1047 2002-08-01 6 25942
1048 2002-09-01 6 26373
1049 2002-10-01 6 33646
1050 2002-11-01 6 20456
1051 2002-12-01 6 34636
1052 2003-01-01 6 28064
1053 2003-02-01 6 28388
1054 2003-03-01 6 36016
1055 2003-04-01 6 29184
1056 2003-05-01 6 29522
1057 2003-06-01 6 29836
1058 2003-07-01 6 37776
1059 2003-08-01 6 30489
1060 2003-09-01 6 38423
1061 2003-10-01 6 30958
1062 2003-11-01 6 31163
1063 2003-12-01 6 39231
1064 2004-01-01 6 31621
1065 2004-02-01 6 31814
1066 2004-03-01 6 40045
1067 2004-04-01 6 32243
1068 2004-05-01 6 40576
1069 2004-06-01 6 24499
1070 2004-07-01 6 32825
1071 2004-08-01 6 41231
1072 2004-09-01 6 33163
1073 2004-10-01 6 33493
1074 2004-11-01 6 42349
1075 2004-12-01 6 34171
1076 2005-01-01 6 43129
1077 2005-02-01 6 34754
1078 2005-03-01 6 34948
1079 2005-04-01 6 43945
1080 2005-05-01 6 35416
1081 2005-06-01 6 44539
1082 2005-07-01 6 35927
1083 2005-08-01 6 45210
1084 2005-09-01 6 45458
1085 2005-10-01 6 45810
1086 2005-11-01 6 46193
1087 2005-12-01 6 37239
1088 2006-01-01 6 47059
1089 2006-02-01 6 37951
1090 2006-03-01 6 47673
1091 2006-04-01 6 38374
1092 2006-05-01 6 48242
1093 2006-06-01 6 58208
1094 2006-07-01 6 39062
1095 2006-08-01 6 39275
1096 2006-09-01 6 49346
1097 2006-10-01 6 49706
1098 2006-11-01 6 49930
1099 2006-12-01 6 50089
1100 2007-01-01 6 50212
1101 2007-02-01 6 50309
1102 2007-03-01 6 60468
1103 2007-04-01 6 40362
1104 2007-05-01 6 50359
1105 2007-06-01 6 50597
1106 2007-07-01 6 40583
1107 2007-08-01 6 50834
1108 2007-09-01 6 40746
1109 2007-10-01 6 51000
1110 2007-11-01 6 61260
1111 2007-12-01 6 40881
1112 2008-01-01 6 51171
1113 2008-02-01 6 61475
1114 2008-03-01 6 61530
1115 2008-04-01 6 41040
1116 2008-05-01 6 51316
1117 2008-06-01 6 51341
1118 2008-07-01 6 30820
1119 2008-08-01 6 51380
1120 2008-09-01 6 51404
1121 2008-10-01 6 51427
1122 2008-11-01 6 41163
1123 2008-12-01 6 61774
1124 2009-01-01 6 41204
1125 2009-02-01 6 41255
1126 2009-03-01 6 41296
1127 2009-04-01 6 51644
1128 2009-05-01 6 41335
1129 2009-06-01 6 51700
1130 2009-07-01 6 51726
1131 2009-08-01 6 51762
1132 2009-09-01 6 41418
1133 2009-10-01 6 51787
1134 2009-11-01 6 51865
1135 2009-12-01 6 41570
1136 2010-01-01 6 20816
1137 2010-02-01 6 41682
1138 2010-03-01 6 52160
1139 2010-04-01 6 41761
1140 2010-05-01 6 52237
1141 2010-06-01 6 52274
1142 2010-07-01 6 52303
1143 2010-08-01 6 52334
1144 2010-09-01 6 52403
1145 2010-10-01 6 52548
1146 2010-11-01 6 52811
1147 2010-12-01 6 42650
1148 2011-01-01 6 54079
1149 2011-02-01 6 54827
1150 2011-03-01 6 44255
1151 2011-04-01 6 44459
1152 2011-05-01 6 55791
1153 2011-06-01 6 55979
1154 2011-07-01 6 44991
1155 2011-08-01 6 56430
1156 2011-09-01 6 56659
1157 2011-10-01 6 56991
1158 2011-11-01 6 45897
1159 2011-12-01 6 57769
1160 2012-01-01 6 58296
1161 2012-02-01 6 70253
1162 2012-03-01 6 47178
1163 2012-04-01 6 59196
1164 2012-05-01 6 47473
1165 2012-06-01 6 47688
1166 2012-07-01 6 60128
1167 2012-08-01 6 60472
1168 2012-09-01 6 48631
1169 2012-10-01 6 61283
1170 2012-11-01 6 74341
1171 2012-12-01 6 62447
1172 2013-01-01 6 62708
1173 2013-02-01 6 50335
1174 2013-03-01 6 50438
1175 2013-04-01 6 63149
1176 2013-05-01 6 63251
1177 2013-06-01 6 50714
1178 2013-07-01 6 63459
1179 2013-08-01 6 63627
1180 2013-09-01 6 63895
1181 2013-10-01 6 64225
1182 2013-11-01 6 64457
1183 2013-12-01 6 51743
1184 2014-01-01 6 64990
1185 2014-02-01 6 52323
1186 2014-03-01 6 65829
1187 2014-04-01 6 65930
1188 2014-05-01 6 52816
1189 2014-06-01 6 66127
1190 2014-07-01 6 66231
1191 2014-08-01 6 53144
1192 2014-09-01 6 66724
1193 2014-10-01 6 67038
1194 2014-11-01 6 53940
1195 2014-12-01 6 67714
1196 2015-01-01 6 54394
1197 2015-02-01 6 68164
1198 2015-03-01 6 68387
1199 2015-04-01 6 68471
1200 2015-05-01 6 54841
1201 1998-10-01 7 32142
1202 1998-11-01 7 40486
1203 1998-12-01 7 32580
1204 1999-01-01 7 32693
1205 1999-02-01 7 32765
1206 1999-03-01 7 41031
1207 1999-04-01 7 32857
1208 1999-05-01 7 32876
1209 1999-06-01 7 41109
1210 1999-07-01 7 32898
1211 1999-08-01 7 41129
1212 1999-09-01 7 32962
1213 1999-10-01 7 33084
1214 1999-11-01 7 33236
1215 1999-12-01 7 41704
1216 2000-01-01 7 33444
1217 2000-02-01 7 41941
1218 2000-03-01 7 33761
1219 2000-04-01 7 33810
1220 2000-05-01 7 42305
1221 2000-06-01 7 33857
1222 2000-07-01 7 33867
1223 2000-08-01 7 42364
1224 2000-09-01 7 33964
1225 2000-10-01 7 34094
1226 2000-11-01 7 42784
1227 2000-12-01 7 34310
1228 2001-01-01 7 42924
1229 2001-02-01 7 34363
1230 2001-03-01 7 34384
1231 2001-04-01 7 34400
1232 2001-05-01 7 43008
1233 2001-06-01 7 34412
1234 2001-07-01 7 34414
1235 2001-08-01 7 34421
1236 2001-09-01 7 34439
1237 2001-10-01 7 43080
1238 2001-11-01 7 34507
1239 2001-12-01 7 25904
1240 2002-01-01 7 8639
1241 2002-02-01 7 34617
1242 2002-03-01 7 34641
1243 2002-04-01 7 43318
1244 2002-05-01 7 34667
1245 2002-06-01 7 34668
1246 2002-07-01 7 34672
1247 2002-08-01 7 34675
1248 2002-09-01 7 34695
1249 2002-10-01 7 43411
1250 2002-11-01 7 26074
1251 2002-12-01 7 43500
1252 2003-01-01 7 34831
1253 2003-02-01 7 34854
1254 2003-03-01 7 43603
1255 2003-04-01 7 34902
1256 2003-05-01 7 34907
1257 2003-06-01 7 34908
1258 2003-07-01 7 43654
1259 2003-08-01 7 34924
1260 2003-09-01 7 43657
1261 2003-10-01 7 34937
1262 2003-11-01 7 34953
1263 2003-12-01 7 43714
1264 2004-01-01 7 34996
1265 2004-02-01 7 35006
1266 2004-03-01 7 43776
1267 2004-04-01 7 35029
1268 2004-05-01 7 43800
1269 2004-06-01 7 26286
1270 2004-07-01 7 35063
1271 2004-08-01 7 43845
1272 2004-09-01 7 35084
1273 2004-10-01 7 35106
1274 2004-11-01 7 43904
1275 2004-12-01 7 35137
1276 2005-01-01 7 43948
1277 2005-02-01 7 35170
1278 2005-03-01 7 35177
1279 2005-04-01 7 43978
1280 2005-05-01 7 35187
1281 2005-06-01 7 43990
1282 2005-07-01 7 35195
1283 2005-08-01 7 43996
1284 2005-09-01 7 44004
1285 2005-10-01 7 44017
1286 2005-11-01 7 44027
1287 2005-12-01 7 35236
1288 2006-01-01 7 44071
1289 2006-02-01 7 35263
1290 2006-03-01 7 44084
1291 2006-04-01 7 35268
1292 2006-05-01 7 44093
1293 2006-06-01 7 52919
1294 2006-07-01 7 35295
1295 2006-08-01 7 35299
1296 2006-09-01 7 44136
1297 2006-10-01 7 44147
1298 2006-11-01 7 44152
1299 2006-12-01 7 44157
1300 2007-01-01 7 44160
1301 2007-02-01 7 44160
1302 2007-03-01 7 52997
1303 2007-04-01 7 35332
1304 2007-05-01 7 44165
1305 2007-06-01 7 44167
1306 2007-07-01 7 35336
1307 2007-08-01 7 44170
1308 2007-09-01 7 35336
1309 2007-10-01 7 44170
1310 2007-11-01 7 53004
1311 2007-12-01 7 35336
1312 2008-01-01 7 44170
1313 2008-02-01 7 53004
1314 2008-03-01 7 53004
1315 2008-04-01 7 35336
1316 2008-05-01 7 44170
1317 2008-06-01 7 44170
1318 2008-07-01 7 26502
1319 2008-08-01 7 44170
1320 2008-09-01 7 44170
1321 2008-10-01 7 44174
1322 2008-11-01 7 35343
1323 2008-12-01 7 53016
1324 2009-01-01 7 35344
1325 2009-02-01 7 35344
1326 2009-03-01 7 35344
1327 2009-04-01 7 44180
1328 2009-05-01 7 35344
1329 2009-06-01 7 44180
1330 2009-07-01 7 44180
1331 2009-08-01 7 44180
1332 2009-09-01 7 35344
1333 2009-10-01 7 44180
1334 2009-11-01 7 44180
1335 2009-12-01 7 35344
1336 2010-01-01 7 17673
1337 2010-02-01 7 35348
1338 2010-03-01 7 44185
1339 2010-04-01 7 35348
1340 2010-05-01 7 44193
1341 2010-06-01 7 44195
1342 2010-07-01 7 44195
1343 2010-08-01 7 44195
1344 2010-09-01 7 44197
1345 2010-10-01 7 44200
1346 2010-11-01 7 44203
1347 2010-12-01 7 35372
1348 2011-01-01 7 44240
1349 2011-02-01 7 44254
1350 2011-03-01 7 35404
1351 2011-04-01 7 35405
1352 2011-05-01 7 44260
1353 2011-06-01 7 44264
1354 2011-07-01 7 35424
1355 2011-08-01 7 44280
1356 2011-09-01 7 44283
1357 2011-10-01 7 44285
1358 2011-11-01 7 35430
1359 2011-12-01 7 44292
1360 2012-01-01 7 44300
1361 2012-02-01 7 53160
1362 2012-03-01 7 35440
1363 2012-04-01 7 44303
1364 2012-05-01 7 35448
1365 2012-06-01 7 35452
1366 2012-07-01 7 44315
1367 2012-08-01 7 44315
1368 2012-09-01 7 35452
1369 2012-10-01 7 44317
1370 2012-11-01 7 53184
1371 2012-12-01 7 44321
1372 2013-01-01 7 44325
1373 2013-02-01 7 35460
1374 2013-03-01 7 35460
1375 2013-04-01 7 44325
1376 2013-05-01 7 44325
1377 2013-06-01 7 35460
1378 2013-07-01 7 44325
1379 2013-08-01 7 44325
1380 2013-09-01 7 44331
1381 2013-10-01 7 44335
1382 2013-11-01 7 44335
1383 2013-12-01 7 35468
1384 2014-01-01 7 44335
1385 2014-02-01 7 35470
1386 2014-03-01 7 44340
1387 2014-04-01 7 44340
1388 2014-05-01 7 35472
1389 2014-06-01 7 44340
1390 2014-07-01 7 44340
1391 2014-08-01 7 35473
1392 2014-09-01 7 44350
1393 2014-10-01 7 44350
1394 2014-11-01 7 35482
1395 2014-12-01 7 44355
1396 2015-01-01 7 35484
1397 2015-02-01 7 44356
1398 2015-03-01 7 44362
1399 2015-04-01 7 44365
1400 2015-05-01 7 35492
1401 1998-10-01 8 102331
1402 1998-11-01 8 128985
1403 1998-12-01 8 103744
1404 1999-01-01 8 104042
1405 1999-02-01 8 104266
1406 1999-03-01 8 130567
1407 1999-04-01 8 104597
1408 1999-05-01 8 104816
1409 1999-06-01 8 131132
1410 1999-07-01 8 104923
1411 1999-08-01 8 131176
1412 1999-09-01 8 105197
1413 1999-10-01 8 105571
1414 1999-11-01 8 105939
1415 1999-12-01 8 132746
1416 2000-01-01 8 106360
1417 2000-02-01 8 133131
1418 2000-03-01 8 106794
1419 2000-04-01 8 106889
1420 2000-05-01 8 133703
1421 2000-06-01 8 107000
1422 2000-07-01 8 107078
1423 2000-08-01 8 133925
1424 2000-09-01 8 107208
1425 2000-10-01 8 107503
1426 2000-11-01 8 134701
1427 2000-12-01 8 107851
1428 2001-01-01 8 134858
1429 2001-02-01 8 107911
1430 2001-03-01 8 107929
1431 2001-04-01 8 107944
1432 2001-05-01 8 134948
1433 2001-06-01 8 107964
1434 2001-07-01 8 107967
1435 2001-08-01 8 107969
1436 2001-09-01 8 107976
1437 2001-10-01 8 134994
1438 2001-11-01 8 108049
1439 2001-12-01 8 81060
1440 2002-01-01 8 27025
1441 2002-02-01 8 108126
1442 2002-03-01 8 108135
1443 2002-04-01 8 135170
1444 2002-05-01 8 108136
1445 2002-06-01 8 108140
1446 2002-07-01 8 108142
1447 2002-08-01 8 108144
1448 2002-09-01 8 108146
1449 2002-10-01 8 135199
1450 2002-11-01 8 81137
1451 2002-12-01 8 135244
1452 2003-01-01 8 108205
1453 2003-02-01 8 108211
1454 2003-03-01 8 135270
1455 2003-04-01 8 108217
1456 2003-05-01 8 108220
1457 2003-06-01 8 108223
1458 2003-07-01 8 135290
1459 2003-08-01 8 108232
1460 2003-09-01 8 135294
1461 2003-10-01 8 108240
1462 2003-11-01 8 108243
1463 2003-12-01 8 135316
1464 2004-01-01 8 108263
1465 2004-02-01 8 108269
1466 2004-03-01 8 135343
1467 2004-04-01 8 108276
1468 2004-05-01 8 135345
1469 2004-06-01 8 81210
1470 2004-07-01 8 108280
1471 2004-08-01 8 135350
1472 2004-09-01 8 108280
1473 2004-10-01 8 108285
1474 2004-11-01 8 135360
1475 2004-12-01 8 108292
1476 2005-01-01 8 135368
1477 2005-02-01 8 108300
1478 2005-03-01 8 108304
1479 2005-04-01 8 135380
1480 2005-05-01 8 108305
1481 2005-06-01 8 135385
1482 2005-07-01 8 108308
1483 2005-08-01 8 135385
1484 2005-09-01 8 135388
1485 2005-10-01 8 135390
1486 2005-11-01 8 135392
1487 2005-12-01 8 108318
1488 2006-01-01 8 135411
1489 2006-02-01 8 108333
1490 2006-03-01 8 135424
1491 2006-04-01 8 108344
1492 2006-05-01 8 135430
1493 2006-06-01 8 162516
1494 2006-07-01 8 108344
1495 2006-08-01 8 108344
1496 2006-09-01 8 135432
1497 2006-10-01 8 135439
1498 2006-11-01 8 135442
1499 2006-12-01 8 135447
1500 2007-01-01 8 135450
1501 2007-02-01 8 135455
1502 2007-03-01 8 162552
1503 2007-04-01 8 108369
1504 2007-05-01 8 135465
1505 2007-06-01 8 135470
1506 2007-07-01 8 108380
1507 2007-08-01 8 135487
1508 2007-09-01 8 108405
1509 2007-10-01 8 135517
1510 2007-11-01 8 162625
1511 2007-12-01 8 108420
1512 2008-01-01 8 135525
1513 2008-02-01 8 162647
1514 2008-03-01 8 162648
1515 2008-04-01 8 108432
1516 2008-05-01 8 135540
1517 2008-06-01 8 135540
1518 2008-07-01 8 81324
1519 2008-08-01 8 135540
1520 2008-09-01 8 135546
1521 2008-10-01 8 135575
1522 2008-11-01 8 108460
1523 2008-12-01 8 162692
1524 2009-01-01 8 108465
1525 2009-02-01 8 108468
1526 2009-03-01 8 108470
1527 2009-04-01 8 135590
1528 2009-05-01 8 108472
1529 2009-06-01 8 135590
1530 2009-07-01 8 135590
1531 2009-08-01 8 135590
1532 2009-09-01 8 108472
1533 2009-10-01 8 135590
1534 2009-11-01 8 135590
1535 2009-12-01 8 108472
1536 2010-01-01 8 54239
1537 2010-02-01 8 108480
1538 2010-03-01 8 135600
1539 2010-04-01 8 108480
1540 2010-05-01 8 135600
1541 2010-06-01 8 135600
1542 2010-07-01 8 135600
1543 2010-08-01 8 135600
1544 2010-09-01 8 135600
1545 2010-10-01 8 135600
1546 2010-11-01 8 135619
1547 2010-12-01 8 108518
1548 2011-01-01 8 135705
1549 2011-02-01 8 135761
1550 2011-03-01 8 108616
1551 2011-04-01 8 108618
1552 2011-05-01 8 135775
1553 2011-06-01 8 135775
1554 2011-07-01 8 108620
1555 2011-08-01 8 135775
1556 2011-09-01 8 135775
1557 2011-10-01 8 135775
1558 2011-11-01 8 108620
1559 2011-12-01 8 135786
1560 2012-01-01 8 135810
1561 2012-02-01 8 162972
1562 2012-03-01 8 108656
1563 2012-04-01 8 135824
1564 2012-05-01 8 108660
1565 2012-06-01 8 108660
1566 2012-07-01 8 135825
1567 2012-08-01 8 135825
1568 2012-09-01 8 108661
1569 2012-10-01 8 135830
1570 2012-11-01 8 163003
1571 2012-12-01 8 135857
1572 2013-01-01 8 135887
1573 2013-02-01 8 108731
1574 2013-03-01 8 108747
1575 2013-04-01 8 135942
1576 2013-05-01 8 135945
1577 2013-06-01 8 108756
1578 2013-07-01 8 135945
1579 2013-08-01 8 135945
1580 2013-09-01 8 135945
1581 2013-10-01 8 135948
1582 2013-11-01 8 135959
1583 2013-12-01 8 108781
1584 2014-01-01 8 135993
1585 2014-02-01 8 108813
1586 2014-03-01 8 136040
1587 2014-04-01 8 136046
1588 2014-05-01 8 108844
1589 2014-06-01 8 136058
1590 2014-07-01 8 136060
1591 2014-08-01 8 108851
1592 2014-09-01 8 136072
1593 2014-10-01 8 136078
1594 2014-11-01 8 108873
1595 2014-12-01 8 136107
1596 2015-01-01 8 108899
1597 2015-02-01 8 136130
1598 2015-03-01 8 136147
1599 2015-04-01 8 136153
1600 2015-05-01 8 108924
1601 1998-10-01 9 36537
1602 1998-11-01 9 45909
1603 1998-12-01 9 36895
1604 1999-01-01 9 37023
1605 1999-02-01 9 37142
1606 1999-03-01 9 46541
1607 1999-04-01 9 37356
1608 1999-05-01 9 37385
1609 1999-06-01 9 46782
1610 1999-07-01 9 37446
1611 1999-08-01 9 46826
1612 1999-09-01 9 37553
1613 1999-10-01 9 37713
1614 1999-11-01 9 37864
1615 1999-12-01 9 47471
1616 2000-01-01 9 38086
1617 2000-02-01 9 47834
1618 2000-03-01 9 38511
1619 2000-04-01 9 38597
1620 2000-05-01 9 48354
1621 2000-06-01 9 38747
1622 2000-07-01 9 38783
1623 2000-08-01 9 48513
1624 2000-09-01 9 38902
1625 2000-10-01 9 39033
1626 2000-11-01 9 49002
1627 2000-12-01 9 39334
1628 2001-01-01 9 49266
1629 2001-02-01 9 39496
1630 2001-03-01 9 39542
1631 2001-04-01 9 39578
1632 2001-05-01 9 49522
1633 2001-06-01 9 39629
1634 2001-07-01 9 39643
1635 2001-08-01 9 39657
1636 2001-09-01 9 39682
1637 2001-10-01 9 49719
1638 2001-11-01 9 39828
1639 2001-12-01 9 29905
1640 2002-01-01 9 9975
1641 2002-02-01 9 39957
1642 2002-03-01 9 39981
1643 2002-04-01 9 49993
1644 2002-05-01 9 40005
1645 2002-06-01 9 40024
1646 2002-07-01 9 40024
1647 2002-08-01 9 40053
1648 2002-09-01 9 40122
1649 2002-10-01 9 50230
1650 2002-11-01 9 30181
1651 2002-12-01 9 50355
1652 2003-01-01 9 40304
1653 2003-02-01 9 40316
1654 2003-03-01 9 50398
1655 2003-04-01 9 40334
1656 2003-05-01 9 40351
1657 2003-06-01 9 40356
1658 2003-07-01 9 50445
1659 2003-08-01 9 40356
1660 2003-09-01 9 50446
1661 2003-10-01 9 40377
1662 2003-11-01 9 40421
1663 2003-12-01 9 50574
1664 2004-01-01 9 40491
1665 2004-02-01 9 40526
1666 2004-03-01 9 50721
1667 2004-04-01 9 40601
1668 2004-05-01 9 50763
1669 2004-06-01 9 30459
1670 2004-07-01 9 40612
1671 2004-08-01 9 50765
1672 2004-09-01 9 40612
1673 2004-10-01 9 40625
1674 2004-11-01 9 50792
1675 2004-12-01 9 40640
1676 2005-01-01 9 50803
1677 2005-02-01 9 40644
1678 2005-03-01 9 40645
1679 2005-04-01 9 50819
1680 2005-05-01 9 40667
1681 2005-06-01 9 50840
1682 2005-07-01 9 40677
1683 2005-08-01 9 50855
1684 2005-09-01 9 50857
1685 2005-10-01 9 50860
1686 2005-11-01 9 50864
1687 2005-12-01 9 40698
1688 2006-01-01 9 50882
1689 2006-02-01 9 40709
1690 2006-03-01 9 50907
1691 2006-04-01 9 40736
1692 2006-05-01 9 50925
1693 2006-06-01 9 61110
1694 2006-07-01 9 40740
1695 2006-08-01 9 40740
1696 2006-09-01 9 50930
1697 2006-10-01 9 50935
1698 2006-11-01 9 50935
1699 2006-12-01 9 50935
1700 2007-01-01 9 50935
1701 2007-02-01 9 50935
1702 2007-03-01 9 61122
1703 2007-04-01 9 40748
1704 2007-05-01 9 50935
1705 2007-06-01 9 50935
1706 2007-07-01 9 40748
1707 2007-08-01 9 50935
1708 2007-09-01 9 40748
1709 2007-10-01 9 50935
1710 2007-11-01 9 61122
1711 2007-12-01 9 40748
1712 2008-01-01 9 50935
1713 2008-02-01 9 61122
1714 2008-03-01 9 61122
1715 2008-04-01 9 40748
1716 2008-05-01 9 50935
1717 2008-06-01 9 50935
1718 2008-07-01 9 30561
1719 2008-08-01 9 50935
1720 2008-09-01 9 50935
1721 2008-10-01 9 50935
1722 2008-11-01 9 40748
1723 2008-12-01 9 61122
1724 2009-01-01 9 40748
1725 2009-02-01 9 40748
1726 2009-03-01 9 40751
1727 2009-04-01 9 50940
1728 2009-05-01 9 40752
1729 2009-06-01 9 50940
1730 2009-07-01 9 50940
1731 2009-08-01 9 50940
1732 2009-09-01 9 40752
1733 2009-10-01 9 50940
1734 2009-11-01 9 50940
1735 2009-12-01 9 40752
1736 2010-01-01 9 20376
1737 2010-02-01 9 40752
1738 2010-03-01 9 50940
1739 2010-04-01 9 40752
1740 2010-05-01 9 50940
1741 2010-06-01 9 50940
1742 2010-07-01 9 50940
1743 2010-08-01 9 50940
1744 2010-09-01 9 50944
1745 2010-10-01 9 50947
1746 2010-11-01 9 50950
1747 2010-12-01 9 40820
1748 2011-01-01 9 51225
1749 2011-02-01 9 51415
1750 2011-03-01 9 41164
1751 2011-04-01 9 41179
1752 2011-05-01 9 51475
1753 2011-06-01 9 51475
1754 2011-07-01 9 41180
1755 2011-08-01 9 51475
1756 2011-09-01 9 51480
1757 2011-10-01 9 51480
1758 2011-11-01 9 41185
1759 2011-12-01 9 51519
1760 2012-01-01 9 51594
1761 2012-02-01 9 61933
1762 2012-03-01 9 41324
1763 2012-04-01 9 51664
1764 2012-05-01 9 41332
1765 2012-06-01 9 41332
1766 2012-07-01 9 51665
1767 2012-08-01 9 51673
1768 2012-09-01 9 41348
1769 2012-10-01 9 51694
1770 2012-11-01 9 62036
1771 2012-12-01 9 51705
1772 2013-01-01 9 51713
1773 2013-02-01 9 41372
1774 2013-03-01 9 41372
1775 2013-04-01 9 51718
1776 2013-05-01 9 51722
1777 2013-06-01 9 41384
1778 2013-07-01 9 51730
1779 2013-08-01 9 51731
1780 2013-09-01 9 51747
1781 2013-10-01 9 51755
1782 2013-11-01 9 51755
1783 2013-12-01 9 41405
1784 2014-01-01 9 51765
1785 2014-02-01 9 41429
1786 2014-03-01 9 51805
1787 2014-04-01 9 51810
1788 2014-05-01 9 41448
1789 2014-06-01 9 51810
1790 2014-07-01 9 51810
1791 2014-08-01 9 41448
1792 2014-09-01 9 51815
1793 2014-10-01 9 51818
1794 2014-11-01 9 41460
1795 2014-12-01 9 51825
1796 2015-01-01 9 41463
1797 2015-02-01 9 51831
1798 2015-03-01 9 51835
1799 2015-04-01 9 51844
1800 2015-05-01 9 41480
1801 1998-10-01 10 80418
1802 1998-11-01 10 101652
1803 1998-12-01 10 82575
1804 1999-01-01 10 82955
1805 1999-02-01 10 83119
1806 1999-03-01 10 104031
1807 1999-04-01 10 83276
1808 1999-05-01 10 83351
1809 1999-06-01 10 104229
1810 1999-07-01 10 83394
1811 1999-08-01 10 104257
1812 1999-09-01 10 83523
1813 1999-10-01 10 83883
1814 1999-11-01 10 84225
1815 1999-12-01 10 105582
1816 2000-01-01 10 84575
1817 2000-02-01 10 105920
1818 2000-03-01 10 85153
1819 2000-04-01 10 85228
1820 2000-05-01 10 106605
1821 2000-06-01 10 85329
1822 2000-07-01 10 85367
1823 2000-08-01 10 106739
1824 2000-09-01 10 85483
1825 2000-10-01 10 85805
1826 2000-11-01 10 108307
1827 2000-12-01 10 87358
1828 2001-01-01 10 109347
1829 2001-02-01 10 87538
1830 2001-03-01 10 87597
1831 2001-04-01 10 87643
1832 2001-05-01 10 109610
1833 2001-06-01 10 87699
1834 2001-07-01 10 87730
1835 2001-08-01 10 87779
1836 2001-09-01 10 87923
1837 2001-10-01 10 110487
1838 2001-11-01 10 88846
1839 2001-12-01 10 66783
1840 2002-01-01 10 22271
1841 2002-02-01 10 89144
1842 2002-03-01 10 89160
1843 2002-04-01 10 111458
1844 2002-05-01 10 89175
1845 2002-06-01 10 89179
1846 2002-07-01 10 89192
1847 2002-08-01 10 89214
1848 2002-09-01 10 89246
1849 2002-10-01 10 111592
1850 2002-11-01 10 66963
1851 2002-12-01 10 111610
1852 2003-01-01 10 89290
1853 2003-02-01 10 89292
1854 2003-03-01 10 111615
1855 2003-04-01 10 89296
1856 2003-05-01 10 89305
1857 2003-06-01 10 89312
1858 2003-07-01 10 111640
1859 2003-08-01 10 89312
1860 2003-09-01 10 111641
1861 2003-10-01 10 89316
1862 2003-11-01 10 89325
1863 2003-12-01 10 111665
1864 2004-01-01 10 89336
1865 2004-02-01 10 89336
1866 2004-03-01 10 111677
1867 2004-04-01 10 89344
1868 2004-05-01 10 111680
1869 2004-06-01 10 67008
1870 2004-07-01 10 89344
1871 2004-08-01 10 111680
1872 2004-09-01 10 89344
1873 2004-10-01 10 89351
1874 2004-11-01 10 111695
1875 2004-12-01 10 89360
1876 2005-01-01 10 111705
1877 2005-02-01 10 89364
1878 2005-03-01 10 89364
1879 2005-04-01 10 111705
1880 2005-05-01 10 89364
1881 2005-06-01 10 111705
1882 2005-07-01 10 89367
1883 2005-08-01 10 111710
1884 2005-09-01 10 111710
1885 2005-10-01 10 111714
1886 2005-11-01 10 111716
1887 2005-12-01 10 89376
1888 2006-01-01 10 111720
1889 2006-02-01 10 89376
1890 2006-03-01 10 111720
1891 2006-04-01 10 89376
1892 2006-05-01 10 111720
1893 2006-06-01 10 134068
1894 2006-07-01 10 89380
1895 2006-08-01 10 89380
1896 2006-09-01 10 111729
1897 2006-10-01 10 111730
1898 2006-11-01 10 111730
1899 2006-12-01 10 111730
1900 2007-01-01 10 111730
1901 2007-02-01 10 111730
1902 2007-03-01 10 134076
1903 2007-04-01 10 89384
1904 2007-05-01 10 111730
1905 2007-06-01 10 111732
1906 2007-07-01 10 89388
1907 2007-08-01 10 111735
1908 2007-09-01 10 89388
1909 2007-10-01 10 111735
1910 2007-11-01 10 134082
1911 2007-12-01 10 89388
1912 2008-01-01 10 111735
1913 2008-02-01 10 134082
1914 2008-03-01 10 134082
1915 2008-04-01 10 89388
1916 2008-05-01 10 111735
1917 2008-06-01 10 111735
1918 2008-07-01 10 67044
1919 2008-08-01 10 111740
1920 2008-09-01 10 111740
1921 2008-10-01 10 111740
1922 2008-11-01 10 89392
1923 2008-12-01 10 134088
1924 2009-01-01 10 89392
1925 2009-02-01 10 89392
1926 2009-03-01 10 89392
1927 2009-04-01 10 111740
1928 2009-05-01 10 89392
1929 2009-06-01 10 111740
