Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,024025,1978,03,16.0,Y
IDCJAC0001,024025,1978,04,7.2,Y
IDCJAC0001,024025,1978,05,9.3,Y
IDCJAC0001,024025,1978,06,28.4,Y
IDCJAC0001,024025,1978,07,57.3,Y
IDCJAC0001,024025,1978,08,20.3,Y
IDCJAC0001,024025,1978,09,25.8,Y
IDCJAC0001,024025,1978,10,21.0,Y
IDCJAC0001,024025,1978,11,40.2,Y
IDCJAC0001,024025,1978,12,10.6,Y
IDCJAC0001,024025,1979,01,65.0,Y
IDCJAC0001,024025,1979,02,45.6,Y
IDCJAC0001,024025,1979,03,3.6,Y
IDCJAC0001,024025,1979,04,19.6,Y
IDCJAC0001,024025,1979,05,53.5,Y
IDCJAC0001,024025,1979,06,8.4,Y
IDCJAC0001,024025,1979,07,3.8,Y
IDCJAC0001,024025,1979,08,23.8,Y
IDCJAC0001,024025,1979,09,53.5,Y
IDCJAC0001,024025,1979,10,33.2,Y
IDCJAC0001,024025,1979,11,47.3,Y
IDCJAC0001,024025,1979,12,12.2,Y
IDCJAC0001,024025,1980,01,3.4,Y
IDCJAC0001,024025,1980,02,0.0,Y
IDCJAC0001,024025,1980,03,2.6,Y
IDCJAC0001,024025,1980,04,29.6,Y
IDCJAC0001,024025,1980,05,22.2,Y
IDCJAC0001,024025,1980,06,37.4,Y
IDCJAC0001,024025,1980,07,36.8,Y
IDCJAC0001,024025,1980,08,9.8,Y
IDCJAC0001,024025,1980,09,4.6,Y
IDCJAC0001,024025,1980,10,68.8,Y
IDCJAC0001,024025,1980,11,2.3,Y
IDCJAC0001,024025,1980,12,10.8,Y
IDCJAC0001,024025,1981,01,17.2,Y
IDCJAC0001,024025,1981,02,11.0,Y
IDCJAC0001,024025,1981,03,1.2,Y
IDCJAC0001,024025,1981,04,0.0,Y
IDCJAC0001,024025,1981,05,32.6,Y
IDCJAC0001,024025,1981,06,34.6,Y
IDCJAC0001,024025,1981,07,49.2,Y
IDCJAC0001,024025,1981,08,28.5,Y
IDCJAC0001,024025,1981,09,10.4,Y
IDCJAC0001,024025,1981,10,17.4,Y
IDCJAC0001,024025,1981,11,24.3,Y
IDCJAC0001,024025,1981,12,2.6,Y
IDCJAC0001,024025,1982,01,9.0,Y
IDCJAC0001,024025,1982,02,4.8,Y
IDCJAC0001,024025,1982,03,19.2,Y
IDCJAC0001,024025,1982,04,20.4,Y
IDCJAC0001,024025,1982,05,7.4,Y
IDCJAC0001,024025,1982,06,13.8,Y
IDCJAC0001,024025,1982,07,1.2,Y
IDCJAC0001,024025,1982,08,9.0,Y
IDCJAC0001,024025,1982,09,6.8,Y
IDCJAC0001,024025,1982,10,4.1,Y
IDCJAC0001,024025,1982,11,0.0,Y
IDCJAC0001,024025,1982,12,1.2,Y
IDCJAC0001,024025,1983,01,0.0,Y
IDCJAC0001,024025,1983,02,0.8,Y
IDCJAC0001,024025,1983,03,52.2,Y
IDCJAC0001,024025,1983,04,14.1,Y
IDCJAC0001,024025,1983,05,11.0,Y
IDCJAC0001,024025,1983,06,4.4,Y
IDCJAC0001,024025,1983,07,35.6,Y
IDCJAC0001,024025,1983,08,38.7,Y
IDCJAC0001,024025,1983,09,34.8,Y
IDCJAC0001,024025,1983,10,50.9,Y
IDCJAC0001,024025,1983,11,32.6,Y
IDCJAC0001,024025,1983,12,42.5,Y
IDCJAC0001,024025,1984,01,55.0,Y
IDCJAC0001,024025,1984,02,0.0,Y
IDCJAC0001,024025,1984,03,15.4,Y
IDCJAC0001,024025,1984,04,19.8,Y
IDCJAC0001,024025,1984,05,3.6,Y
IDCJAC0001,024025,1984,06,4.0,Y
IDCJAC0001,024025,1984,07,55.8,Y
IDCJAC0001,024025,1984,08,45.8,Y
IDCJAC0001,024025,1984,09,20.6,Y
IDCJAC0001,024025,1984,10,8.5,Y
IDCJAC0001,024025,1984,11,6.6,Y
IDCJAC0001,024025,1984,12,0.4,Y
IDCJAC0001,024025,1985,01,24.6,Y
IDCJAC0001,024025,1985,02,1.0,Y
IDCJAC0001,024025,1985,03,1.0,Y
IDCJAC0001,024025,1985,04,19.8,Y
IDCJAC0001,024025,1985,05,27.3,Y
IDCJAC0001,024025,1985,06,9.6,Y
IDCJAC0001,024025,1985,07,3.6,Y
IDCJAC0001,024025,1985,08,98.2,Y
IDCJAC0001,024025,1985,09,14.5,Y
IDCJAC0001,024025,1985,10,55.4,Y
IDCJAC0001,024025,1985,11,16.4,Y
IDCJAC0001,024025,1985,12,26.6,Y
IDCJAC0001,024025,1986,01,1.4,Y
IDCJAC0001,024025,1986,02,13.0,Y
IDCJAC0001,024025,1986,03,0.0,Y
IDCJAC0001,024025,1986,04,7.6,Y
IDCJAC0001,024025,1986,05,27.2,Y
IDCJAC0001,024025,1986,06,10.5,Y
IDCJAC0001,024025,1986,07,54.6,Y
IDCJAC0001,024025,1986,08,53.2,Y
IDCJAC0001,024025,1986,09,25.7,Y
IDCJAC0001,024025,1986,10,40.3,Y
IDCJAC0001,024025,1986,11,29.6,Y
IDCJAC0001,024025,1986,12,23.4,Y
IDCJAC0001,024025,1987,01,15.9,Y
IDCJAC0001,024025,1987,02,20.0,Y
IDCJAC0001,024025,1987,03,11.2,Y
IDCJAC0001,024025,1987,04,8.0,Y
IDCJAC0001,024025,1987,05,33.2,Y
IDCJAC0001,024025,1987,06,36.9,Y
IDCJAC0001,024025,1987,07,45.2,Y
IDCJAC0001,024025,1987,08,33.4,Y
IDCJAC0001,024025,1987,09,11.4,Y
IDCJAC0001,024025,1987,10,12.4,Y
IDCJAC0001,024025,1987,11,3.1,Y
IDCJAC0001,024025,1987,12,37.2,Y
IDCJAC0001,024025,1988,01,8.4,Y
IDCJAC0001,024025,1988,02,12.3,Y
IDCJAC0001,024025,1988,03,3.3,Y
IDCJAC0001,024025,1988,04,11.1,Y
IDCJAC0001,024025,1988,05,33.4,Y
IDCJAC0001,024025,1988,06,53.8,Y
IDCJAC0001,024025,1988,07,15.0,Y
IDCJAC0001,024025,1988,08,9.0,Y
IDCJAC0001,024025,1988,09,24.9,Y
IDCJAC0001,024025,1988,10,19.6,Y
IDCJAC0001,024025,1988,11,39.8,Y
IDCJAC0001,024025,1988,12,9.2,Y
IDCJAC0001,024025,1989,01,1.5,Y
IDCJAC0001,024025,1989,02,0.5,Y
IDCJAC0001,024025,1989,03,37.8,Y
IDCJAC0001,024025,1989,04,2.2,Y
IDCJAC0001,024025,1989,05,16.6,Y
IDCJAC0001,024025,1989,06,19.8,Y
IDCJAC0001,024025,1989,07,31.7,Y
IDCJAC0001,024025,1989,08,24.5,Y
IDCJAC0001,024025,1989,09,17.1,Y
IDCJAC0001,024025,1989,10,2.4,Y
IDCJAC0001,024025,1989,11,2.8,Y
IDCJAC0001,024025,1989,12,13.0,Y
IDCJAC0001,024025,1990,01,14.8,Y
IDCJAC0001,024025,1990,02,11.4,Y
IDCJAC0001,024025,1990,03,4.0,Y
IDCJAC0001,024025,1990,04,37.6,Y
IDCJAC0001,024025,1990,05,30.6,Y
IDCJAC0001,024025,1990,06,25.0,Y
IDCJAC0001,024025,1990,07,33.8,Y
IDCJAC0001,024025,1990,08,37.6,Y
IDCJAC0001,024025,1990,09,14.6,Y
IDCJAC0001,024025,1990,10,8.4,Y
IDCJAC0001,024025,1990,11,7.2,Y
IDCJAC0001,024025,1990,12,7.4,Y
IDCJAC0001,024025,1991,01,80.6,Y
IDCJAC0001,024025,1991,02,0.0,Y
IDCJAC0001,024025,1991,03,4.0,Y
IDCJAC0001,024025,1991,04,15.0,Y
IDCJAC0001,024025,1991,05,0.0,Y
IDCJAC0001,024025,1991,06,51.7,Y
IDCJAC0001,024025,1991,07,46.7,Y
IDCJAC0001,024025,1991,08,11.4,Y
IDCJAC0001,024025,1991,09,14.2,Y
IDCJAC0001,024025,1991,10,0.0,Y
IDCJAC0001,024025,1991,11,18.6,Y
IDCJAC0001,024025,1991,12,2.6,Y
IDCJAC0001,024025,1992,01,4.2,Y
IDCJAC0001,024025,1992,02,6.4,Y
IDCJAC0001,024025,1992,03,6.0,Y
IDCJAC0001,024025,1992,04,32.4,Y
IDCJAC0001,024025,1992,05,58.2,Y
IDCJAC0001,024025,1992,06,21.4,Y
IDCJAC0001,024025,1992,07,7.6,Y
IDCJAC0001,024025,1992,08,35.6,Y
IDCJAC0001,024025,1992,09,61.8,Y
IDCJAC0001,024025,1992,10,62.0,Y
IDCJAC0001,024025,1992,11,43.8,Y
IDCJAC0001,024025,1992,12,42.4,Y
IDCJAC0001,024025,1993,01,31.8,Y
IDCJAC0001,024025,1993,02,7.8,Y
IDCJAC0001,024025,1993,03,0.2,Y
IDCJAC0001,024025,1993,04,1.2,Y
IDCJAC0001,024025,1993,05,21.6,Y
IDCJAC0001,024025,1993,06,14.8,Y
IDCJAC0001,024025,1993,07,41.2,Y
IDCJAC0001,024025,1993,08,14.6,Y
IDCJAC0001,024025,1993,09,69.8,Y
IDCJAC0001,024025,1993,10,48.4,Y
IDCJAC0001,024025,1993,11,52.4,Y
IDCJAC0001,024025,1993,12,54.2,Y
IDCJAC0001,024025,1994,01,1.0,Y
IDCJAC0001,024025,1994,02,24.0,Y
IDCJAC0001,024025,1994,03,0.0,Y
IDCJAC0001,024025,1994,04,1.8,Y
IDCJAC0001,024025,1994,05,3.4,Y
IDCJAC0001,024025,1994,06,51.3,Y
IDCJAC0001,024025,1994,07,14.2,Y
IDCJAC0001,024025,1994,08,0.2,Y
IDCJAC0001,024025,1994,09,20.6,Y
IDCJAC0001,024025,1994,10,5.6,Y
IDCJAC0001,024025,1994,11,11.2,Y
IDCJAC0001,024025,1994,12,5.8,Y
IDCJAC0001,024025,1995,01,41.6,Y
IDCJAC0001,024025,1995,02,18.6,Y
IDCJAC0001,024025,1995,03,2.2,Y
IDCJAC0001,024025,1995,04,34.8,Y
IDCJAC0001,024025,1995,05,31.2,Y
IDCJAC0001,024025,1995,06,38.8,Y
IDCJAC0001,024025,1995,07,51.6,Y
IDCJAC0001,024025,1995,08,19.4,Y
IDCJAC0001,024025,1995,09,19.2,Y
IDCJAC0001,024025,1995,10,71.6,Y
IDCJAC0001,024025,1995,11,6.4,Y
IDCJAC0001,024025,1995,12,3.2,Y
IDCJAC0001,024025,1996,01,67.2,Y
IDCJAC0001,024025,1996,02,25.5,Y
IDCJAC0001,024025,1996,03,9.4,Y
IDCJAC0001,024025,1996,04,7.0,Y
IDCJAC0001,024025,1996,05,1.2,Y
IDCJAC0001,024025,1996,06,44.2,Y
IDCJAC0001,024025,1996,07,33.8,Y
IDCJAC0001,024025,1996,08,38.0,Y
IDCJAC0001,024025,1996,09,29.5,Y
IDCJAC0001,024025,1996,10,14.1,Y
IDCJAC0001,024025,1996,11,15.8,Y
IDCJAC0001,024025,1996,12,4.2,Y
IDCJAC0001,024025,1997,01,29.8,Y
IDCJAC0001,024025,1997,02,34.0,Y
IDCJAC0001,024025,1997,03,1.0,Y
IDCJAC0001,024025,1997,04,0.8,Y
IDCJAC0001,024025,1997,05,15.4,Y
IDCJAC0001,024025,1997,06,13.0,Y
IDCJAC0001,024025,1997,07,1.1,Y
IDCJAC0001,024025,1997,08,30.4,Y
IDCJAC0001,024025,1997,09,63.7,Y
IDCJAC0001,024025,1997,10,35.2,Y
IDCJAC0001,024025,1997,11,22.2,Y
IDCJAC0001,024025,1997,12,23.4,Y
IDCJAC0001,024025,1998,01,4.0,Y
IDCJAC0001,024025,1998,02,28.2,Y
IDCJAC0001,024025,1998,03,4.2,Y
IDCJAC0001,024025,1998,04,42.4,Y
IDCJAC0001,024025,1998,05,5.8,Y
IDCJAC0001,024025,1998,06,19.2,Y
IDCJAC0001,024025,1998,07,27.2,Y
IDCJAC0001,024025,1998,08,22.2,Y
IDCJAC0001,024025,1998,09,34.4,Y
IDCJAC0001,024025,1998,10,22.8,Y
IDCJAC0001,024025,1998,11,25.8,Y
IDCJAC0001,024025,1998,12,5.0,Y
IDCJAC0001,024025,1999,01,6.4,Y
IDCJAC0001,024025,1999,02,14.0,Y
IDCJAC0001,024025,1999,03,21.6,Y
IDCJAC0001,024025,1999,04,8.0,Y
IDCJAC0001,024025,1999,05,38.6,Y
IDCJAC0001,024025,1999,06,12.1,Y
IDCJAC0001,024025,1999,07,23.0,Y
IDCJAC0001,024025,1999,08,21.4,Y
IDCJAC0001,024025,1999,09,9.2,Y
IDCJAC0001,024025,1999,10,40.2,Y
IDCJAC0001,024025,1999,11,29.6,Y
IDCJAC0001,024025,1999,12,19.4,Y
IDCJAC0001,024025,2000,01,1.0,Y
IDCJAC0001,024025,2000,02,105.4,Y
IDCJAC0001,024025,2000,03,19.3,Y
IDCJAC0001,024025,2000,04,43.8,Y
IDCJAC0001,024025,2000,05,11.6,Y
IDCJAC0001,024025,2000,06,16.3,Y
IDCJAC0001,024025,2000,07,21.9,Y
IDCJAC0001,024025,2000,08,25.0,Y
IDCJAC0001,024025,2000,09,32.2,Y
IDCJAC0001,024025,2000,10,22.4,Y
IDCJAC0001,024025,2000,11,32.3,Y
IDCJAC0001,024025,2000,12,41.4,Y
IDCJAC0001,024025,2001,01,13.4,Y
IDCJAC0001,024025,2001,02,9.4,Y
IDCJAC0001,024025,2001,03,13.6,Y
IDCJAC0001,024025,2001,04,2.4,Y
IDCJAC0001,024025,2001,05,16.9,Y
IDCJAC0001,024025,2001,06,30.6,Y
IDCJAC0001,024025,2001,07,24.4,Y
IDCJAC0001,024025,2001,09,51.0,Y
IDCJAC0001,024025,2001,11,18.8,Y
IDCJAC0001,024025,2001,12,2.2,Y
IDCJAC0001,024025,2002,01,3.2,Y
IDCJAC0001,024025,2002,02,0.0,Y
IDCJAC0001,024025,2002,03,2.0,Y
IDCJAC0001,024025,2002,04,7.0,Y
IDCJAC0001,024025,2002,05,15.6,Y
IDCJAC0001,024025,2002,06,22.6,Y
IDCJAC0001,024025,2002,07,11.4,Y
IDCJAC0001,024025,2002,08,11.0,Y
IDCJAC0001,024025,2002,09,11.6,Y
IDCJAC0001,024025,2002,10,0.0,Y
IDCJAC0001,024025,2003,03,0.0,Y
IDCJAC0001,024025,2003,04,10.6,Y
IDCJAC0001,024025,2003,05,27.8,Y
IDCJAC0001,024025,2003,06,36.6,Y
IDCJAC0001,024025,2003,07,11.5,Y
IDCJAC0001,024025,2003,08,45.7,Y
IDCJAC0001,024025,2003,09,16.0,Y
IDCJAC0001,024025,2003,10,38.5,Y
IDCJAC0001,024025,2003,11,15.6,Y
IDCJAC0001,024025,2004,01,0.0,Y
IDCJAC0001,024025,2004,02,0.0,Y
IDCJAC0001,024025,2004,03,4.2,Y
IDCJAC0001,024025,2004,04,3.0,Y
IDCJAC0001,024025,2004,05,8.6,Y
IDCJAC0001,024025,2004,06,41.7,Y
IDCJAC0001,024025,2004,07,15.7,Y
IDCJAC0001,024025,2004,08,57.4,Y
IDCJAC0001,024025,2004,09,12.1,Y
IDCJAC0001,024025,2004,10,2.3,Y
IDCJAC0001,024025,2004,11,24.9,Y
IDCJAC0001,024025,2004,12,62.9,Y
IDCJAC0001,024025,2005,01,20.0,Y
IDCJAC0001,024025,2005,02,4.6,Y
IDCJAC0001,024025,2005,03,6.6,Y
IDCJAC0001,024025,2005,04,13.8,Y
IDCJAC0001,024025,2005,05,0.4,Y
IDCJAC0001,024025,2005,06,58.0,Y
IDCJAC0001,024025,2005,07,31.0,Y
IDCJAC0001,024025,2005,10,69.8,Y
IDCJAC0001,024025,2005,11,23.6,Y
IDCJAC0001,024025,2005,12,13.0,Y
IDCJAC0001,024025,2006,01,8.8,Y
IDCJAC0001,024025,2006,02,5.0,Y
IDCJAC0001,024025,2006,03,34.6,Y
IDCJAC0001,024025,2006,04,47.0,Y
IDCJAC0001,024025,2006,05,10.0,Y
IDCJAC0001,024025,2006,06,4.8,Y
IDCJAC0001,024025,2006,07,35.2,Y
IDCJAC0001,024025,2006,08,1.8,Y
IDCJAC0001,024025,2006,09,8.8,Y
IDCJAC0001,024025,2006,10,0.0,Y
IDCJAC0001,024025,2006,11,9.0,Y
IDCJAC0001,024025,2007,01,60.0,Y
IDCJAC0001,024025,2007,02,0.2,Y
IDCJAC0001,024025,2007,04,39.4,Y
IDCJAC0001,024025,2007,05,16.7,N
IDCJAC0001,024025,2007,06,4.8,Y
IDCJAC0001,024025,2007,07,23.4,Y
IDCJAC0001,024025,2007,08,2.2,Y
IDCJAC0001,024025,2007,09,6.4,Y
IDCJAC0001,024025,2007,10,12.6,Y
IDCJAC0001,024025,2007,11,47.2,Y
IDCJAC0001,024025,2007,12,23.8,Y
IDCJAC0001,024025,2008,01,25.2,Y
IDCJAC0001,024025,2008,02,0.0,Y
IDCJAC0001,024025,2008,03,0.2,Y
IDCJAC0001,024025,2008,04,5.0,Y
IDCJAC0001,024025,2008,05,32.2,Y
IDCJAC0001,024025,2008,06,22.8,Y
IDCJAC0001,024025,2008,07,19.6,Y
IDCJAC0001,024025,2008,08,30.7,Y
IDCJAC0001,024025,2008,09,2.2,Y
IDCJAC0001,024025,2008,10,3.8,Y
IDCJAC0001,024025,2008,11,29.1,Y
IDCJAC0001,024025,2009,01,0.0,Y
IDCJAC0001,024025,2009,02,0.0,Y
IDCJAC0001,024025,2009,03,0.0,Y
IDCJAC0001,024025,2009,04,27.0,Y
IDCJAC0001,024025,2009,05,3.0,Y
IDCJAC0001,024025,2009,06,28.0,Y
IDCJAC0001,024025,2009,08,14.0,Y
IDCJAC0001,024025,2009,09,34.0,Y
IDCJAC0001,024025,2009,10,14.0,Y
IDCJAC0001,024025,2009,11,41.5,Y
IDCJAC0001,024025,2009,12,17.0,Y
IDCJAC0001,024025,2010,01,14.0,Y
IDCJAC0001,024025,2010,02,12.5,Y
