Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,024001,1949,03,0.5,Y
IDCJAC0001,024001,1949,04,0.0,Y
IDCJAC0001,024001,1949,05,51.1,Y
IDCJAC0001,024001,1949,06,16.3,Y
IDCJAC0001,024001,1949,07,17.0,Y
IDCJAC0001,024001,1949,08,6.1,Y
IDCJAC0001,024001,1949,09,27.0,Y
IDCJAC0001,024001,1949,10,55.0,Y
IDCJAC0001,024001,1949,11,16.6,Y
IDCJAC0001,024001,1949,12,3.1,Y
IDCJAC0001,024001,1950,01,0.0,Y
IDCJAC0001,024001,1950,02,124.9,Y
IDCJAC0001,024001,1950,03,69.3,Y
IDCJAC0001,024001,1950,04,1.8,Y
IDCJAC0001,024001,1950,05,33.2,Y
IDCJAC0001,024001,1950,06,33.9,Y
IDCJAC0001,024001,1950,07,17.3,Y
IDCJAC0001,024001,1950,08,15.2,Y
IDCJAC0001,024001,1950,09,16.3,Y
IDCJAC0001,024001,1950,10,20.0,Y
IDCJAC0001,024001,1950,11,24.1,Y
IDCJAC0001,024001,1950,12,10.7,Y
IDCJAC0001,024001,1951,01,4.0,Y
IDCJAC0001,024001,1951,02,3.3,Y
IDCJAC0001,024001,1951,03,1.0,Y
IDCJAC0001,024001,1951,04,8.4,Y
IDCJAC0001,024001,1951,05,29.0,Y
IDCJAC0001,024001,1951,06,83.7,Y
IDCJAC0001,024001,1951,07,28.5,Y
IDCJAC0001,024001,1951,08,43.5,Y
IDCJAC0001,024001,1951,09,21.9,Y
IDCJAC0001,024001,1951,10,24.3,Y
IDCJAC0001,024001,1951,11,0.3,Y
IDCJAC0001,024001,1951,12,15.2,Y
IDCJAC0001,024001,1952,01,39.2,Y
IDCJAC0001,024001,1952,02,8.6,Y
IDCJAC0001,024001,1952,03,14.2,Y
IDCJAC0001,024001,1952,04,8.9,Y
IDCJAC0001,024001,1952,05,72.4,Y
IDCJAC0001,024001,1952,06,9.8,Y
IDCJAC0001,024001,1952,07,7.7,Y
IDCJAC0001,024001,1952,08,16.6,Y
IDCJAC0001,024001,1952,09,18.3,Y
IDCJAC0001,024001,1952,10,31.3,Y
IDCJAC0001,024001,1952,11,25.5,Y
IDCJAC0001,024001,1952,12,5.3,Y
IDCJAC0001,024001,1953,01,28.4,Y
IDCJAC0001,024001,1953,02,1.0,Y
IDCJAC0001,024001,1953,03,0.0,Y
IDCJAC0001,024001,1953,04,3.4,Y
IDCJAC0001,024001,1953,05,3.0,Y
IDCJAC0001,024001,1953,06,29.5,Y
IDCJAC0001,024001,1953,07,13.4,Y
IDCJAC0001,024001,1953,08,20.0,Y
IDCJAC0001,024001,1953,09,33.5,Y
IDCJAC0001,024001,1953,10,36.6,Y
IDCJAC0001,024001,1953,11,16.8,Y
IDCJAC0001,024001,1953,12,13.8,Y
IDCJAC0001,024001,1954,01,29.5,Y
IDCJAC0001,024001,1954,02,0.0,Y
IDCJAC0001,024001,1954,03,1.3,Y
IDCJAC0001,024001,1954,04,63.0,Y
IDCJAC0001,024001,1954,05,5.4,Y
IDCJAC0001,024001,1954,06,14.4,Y
IDCJAC0001,024001,1954,07,26.3,Y
IDCJAC0001,024001,1954,08,43.8,Y
IDCJAC0001,024001,1954,09,13.8,Y
IDCJAC0001,024001,1954,10,25.2,Y
IDCJAC0001,024001,1954,11,35.8,Y
IDCJAC0001,024001,1954,12,65.0,Y
IDCJAC0001,024001,1955,01,1.0,Y
IDCJAC0001,024001,1955,02,54.5,Y
IDCJAC0001,024001,1955,03,33.3,Y
IDCJAC0001,024001,1955,04,5.6,Y
IDCJAC0001,024001,1955,05,52.1,Y
IDCJAC0001,024001,1955,06,42.4,Y
IDCJAC0001,024001,1955,07,5.0,Y
IDCJAC0001,024001,1955,08,25.1,Y
IDCJAC0001,024001,1955,09,25.2,Y
IDCJAC0001,024001,1955,10,5.9,Y
IDCJAC0001,024001,1955,11,22.5,Y
IDCJAC0001,024001,1955,12,4.5,Y
IDCJAC0001,024001,1956,01,10.4,Y
IDCJAC0001,024001,1956,02,3.0,Y
IDCJAC0001,024001,1956,03,39.4,Y
IDCJAC0001,024001,1956,04,58.5,Y
IDCJAC0001,024001,1956,05,71.1,Y
IDCJAC0001,024001,1956,06,33.0,Y
IDCJAC0001,024001,1956,07,49.3,Y
IDCJAC0001,024001,1956,08,15.1,Y
IDCJAC0001,024001,1956,09,17.3,Y
IDCJAC0001,024001,1956,10,29.2,Y
IDCJAC0001,024001,1956,11,14.7,Y
IDCJAC0001,024001,1956,12,0.5,Y
IDCJAC0001,024001,1957,01,0.5,Y
IDCJAC0001,024001,1957,02,17.8,Y
IDCJAC0001,024001,1957,03,9.2,Y
IDCJAC0001,024001,1957,04,1.6,Y
IDCJAC0001,024001,1957,05,6.2,Y
IDCJAC0001,024001,1957,06,59.4,Y
IDCJAC0001,024001,1957,07,16.4,Y
IDCJAC0001,024001,1957,08,5.9,Y
IDCJAC0001,024001,1957,09,6.7,Y
IDCJAC0001,024001,1957,10,14.8,Y
IDCJAC0001,024001,1957,11,0.5,Y
IDCJAC0001,024001,1957,12,13.9,Y
IDCJAC0001,024001,1958,01,10.7,Y
IDCJAC0001,024001,1958,02,8.4,Y
IDCJAC0001,024001,1958,03,12.4,Y
IDCJAC0001,024001,1958,04,11.8,Y
IDCJAC0001,024001,1958,05,24.7,Y
IDCJAC0001,024001,1958,06,0.8,Y
IDCJAC0001,024001,1958,07,29.5,Y
IDCJAC0001,024001,1958,08,47.1,Y
IDCJAC0001,024001,1958,09,18.7,Y
IDCJAC0001,024001,1958,10,25.8,Y
IDCJAC0001,024001,1958,11,36.9,Y
IDCJAC0001,024001,1958,12,2.8,Y
IDCJAC0001,024001,1959,01,1.0,Y
IDCJAC0001,024001,1959,02,18.1,Y
IDCJAC0001,024001,1959,03,20.6,Y
IDCJAC0001,024001,1959,04,1.3,Y
IDCJAC0001,024001,1959,05,12.0,Y
IDCJAC0001,024001,1959,06,2.6,Y
IDCJAC0001,024001,1959,07,13.6,Y
IDCJAC0001,024001,1959,08,9.2,Y
IDCJAC0001,024001,1959,09,17.3,Y
IDCJAC0001,024001,1959,10,42.2,Y
IDCJAC0001,024001,1959,11,5.1,Y
IDCJAC0001,024001,1959,12,5.6,Y
IDCJAC0001,024001,1960,01,18.3,Y
IDCJAC0001,024001,1960,02,39.4,Y
IDCJAC0001,024001,1960,03,8.0,Y
IDCJAC0001,024001,1960,04,14.7,Y
IDCJAC0001,024001,1960,05,26.8,Y
IDCJAC0001,024001,1960,06,14.3,Y
IDCJAC0001,024001,1960,07,62.3,Y
IDCJAC0001,024001,1960,08,22.1,Y
IDCJAC0001,024001,1960,09,43.1,Y
IDCJAC0001,024001,1960,10,7.9,Y
IDCJAC0001,024001,1960,11,33.0,Y
IDCJAC0001,024001,1960,12,2.5,Y
IDCJAC0001,024001,1961,01,3.8,Y
IDCJAC0001,024001,1961,02,15.3,Y
IDCJAC0001,024001,1961,03,2.9,Y
IDCJAC0001,024001,1961,04,41.9,Y
IDCJAC0001,024001,1961,05,5.9,Y
IDCJAC0001,024001,1961,06,6.8,Y
IDCJAC0001,024001,1961,07,28.6,Y
IDCJAC0001,024001,1961,08,11.3,Y
IDCJAC0001,024001,1961,09,40.1,Y
IDCJAC0001,024001,1961,10,8.6,Y
IDCJAC0001,024001,1961,11,100.0,Y
IDCJAC0001,024001,1961,12,6.5,Y
IDCJAC0001,024001,1962,01,13.8,Y
IDCJAC0001,024001,1962,02,0.0,Y
IDCJAC0001,024001,1962,03,12.7,Y
IDCJAC0001,024001,1962,04,0.0,Y
IDCJAC0001,024001,1962,05,28.3,Y
IDCJAC0001,024001,1962,06,11.5,Y
IDCJAC0001,024001,1962,07,2.5,Y
IDCJAC0001,024001,1962,08,21.6,Y
IDCJAC0001,024001,1962,09,9.7,Y
IDCJAC0001,024001,1962,10,24.8,Y
IDCJAC0001,024001,1962,11,1.0,Y
IDCJAC0001,024001,1962,12,19.4,Y
IDCJAC0001,024001,1963,01,16.3,Y
IDCJAC0001,024001,1963,02,5.6,Y
IDCJAC0001,024001,1963,03,1.1,Y
IDCJAC0001,024001,1963,04,32.6,Y
IDCJAC0001,024001,1963,05,80.2,Y
IDCJAC0001,024001,1963,06,50.4,Y
IDCJAC0001,024001,1963,07,26.4,Y
IDCJAC0001,024001,1963,08,30.0,Y
IDCJAC0001,024001,1963,09,6.7,Y
IDCJAC0001,024001,1963,10,21.8,Y
IDCJAC0001,024001,1963,11,8.6,Y
IDCJAC0001,024001,1963,12,27.3,Y
IDCJAC0001,024001,1964,01,18.1,Y
IDCJAC0001,024001,1964,02,3.8,Y
IDCJAC0001,024001,1964,03,0.5,Y
IDCJAC0001,024001,1964,04,25.1,Y
IDCJAC0001,024001,1964,05,6.9,Y
IDCJAC0001,024001,1964,06,13.8,Y
IDCJAC0001,024001,1964,07,18.0,Y
IDCJAC0001,024001,1964,08,24.7,Y
IDCJAC0001,024001,1964,09,97.1,Y
IDCJAC0001,024001,1964,10,21.9,Y
IDCJAC0001,024001,1964,11,11.4,Y
IDCJAC0001,024001,1964,12,41.1,Y
IDCJAC0001,024001,1965,01,0.0,Y
IDCJAC0001,024001,1965,02,0.3,Y
IDCJAC0001,024001,1965,03,0.0,Y
IDCJAC0001,024001,1965,04,2.0,Y
IDCJAC0001,024001,1965,05,25.3,Y
IDCJAC0001,024001,1965,06,20.8,Y
IDCJAC0001,024001,1965,07,29.2,Y
IDCJAC0001,024001,1965,08,35.3,Y
IDCJAC0001,024001,1965,09,37.1,Y
IDCJAC0001,024001,1965,10,1.0,Y
IDCJAC0001,024001,1965,11,17.7,Y
IDCJAC0001,024001,1965,12,20.6,Y
IDCJAC0001,024001,1966,01,28.7,Y
IDCJAC0001,024001,1966,02,40.6,Y
IDCJAC0001,024001,1966,03,3.8,Y
IDCJAC0001,024001,1966,04,2.1,Y
IDCJAC0001,024001,1966,05,10.6,Y
IDCJAC0001,024001,1966,06,11.4,Y
IDCJAC0001,024001,1966,07,25.5,Y
IDCJAC0001,024001,1966,08,3.0,Y
IDCJAC0001,024001,1966,09,7.5,Y
IDCJAC0001,024001,1966,10,29.7,Y
IDCJAC0001,024001,1966,11,4.6,Y
IDCJAC0001,024001,1966,12,55.5,Y
IDCJAC0001,024001,1967,01,8.8,Y
IDCJAC0001,024001,1967,02,22.4,Y
IDCJAC0001,024001,1967,03,2.0,Y
IDCJAC0001,024001,1967,04,0.3,Y
IDCJAC0001,024001,1967,05,6.4,Y
IDCJAC0001,024001,1967,06,2.8,Y
IDCJAC0001,024001,1967,07,14.8,Y
IDCJAC0001,024001,1967,08,21.0,Y
IDCJAC0001,024001,1967,09,2.6,Y
IDCJAC0001,024001,1967,10,2.1,Y
IDCJAC0001,024001,1967,11,0.0,Y
IDCJAC0001,024001,1967,12,3.0,Y
IDCJAC0001,024001,1968,01,21.4,Y
IDCJAC0001,024001,1968,02,12.8,Y
IDCJAC0001,024001,1968,03,24.0,Y
IDCJAC0001,024001,1968,04,14.6,Y
IDCJAC0001,024001,1968,05,23.3,Y
IDCJAC0001,024001,1968,06,28.8,Y
IDCJAC0001,024001,1968,07,30.3,Y
IDCJAC0001,024001,1968,08,20.7,Y
IDCJAC0001,024001,1968,09,6.9,Y
IDCJAC0001,024001,1968,10,13.2,Y
IDCJAC0001,024001,1968,11,13.2,Y
IDCJAC0001,024001,1968,12,15.9,Y
IDCJAC0001,024001,1969,01,0.0,Y
IDCJAC0001,024001,1969,02,47.0,Y
IDCJAC0001,024001,1969,03,37.4,Y
IDCJAC0001,024001,1969,04,6.1,Y
IDCJAC0001,024001,1969,05,50.0,Y
IDCJAC0001,024001,1969,06,8.4,Y
IDCJAC0001,024001,1969,07,32.1,Y
IDCJAC0001,024001,1969,08,4.1,Y
IDCJAC0001,024001,1969,09,32.5,Y
IDCJAC0001,024001,1969,10,0.6,Y
IDCJAC0001,024001,1969,11,8.9,Y
IDCJAC0001,024001,1969,12,20.6,Y
IDCJAC0001,024001,1970,01,10.4,Y
IDCJAC0001,024001,1970,02,0.0,Y
IDCJAC0001,024001,1970,03,8.4,Y
IDCJAC0001,024001,1970,04,36.5,Y
IDCJAC0001,024001,1970,05,11.0,Y
IDCJAC0001,024001,1970,06,8.4,Y
IDCJAC0001,024001,1970,07,5.1,Y
IDCJAC0001,024001,1970,08,35.6,Y
IDCJAC0001,024001,1970,09,56.4,Y
IDCJAC0001,024001,1970,10,13.5,Y
IDCJAC0001,024001,1970,11,47.0,Y
IDCJAC0001,024001,1970,12,13.2,Y
IDCJAC0001,024001,1971,01,0.8,Y
IDCJAC0001,024001,1971,02,6.4,Y
IDCJAC0001,024001,1971,03,6.2,Y
IDCJAC0001,024001,1971,04,28.8,Y
IDCJAC0001,024001,1971,05,15.1,Y
IDCJAC0001,024001,1971,06,33.0,Y
IDCJAC0001,024001,1971,07,10.7,Y
IDCJAC0001,024001,1971,08,23.0,Y
IDCJAC0001,024001,1971,09,14.4,Y
IDCJAC0001,024001,1971,10,0.8,Y
IDCJAC0001,024001,1971,11,17.0,Y
IDCJAC0001,024001,1971,12,10.7,Y
IDCJAC0001,024001,1972,01,87.4,Y
IDCJAC0001,024001,1972,02,16.8,Y
IDCJAC0001,024001,1972,03,0.0,Y
IDCJAC0001,024001,1972,04,9.2,Y
IDCJAC0001,024001,1972,05,15.2,Y
IDCJAC0001,024001,1972,06,6.1,Y
IDCJAC0001,024001,1972,07,11.9,Y
IDCJAC0001,024001,1972,08,17.8,Y
IDCJAC0001,024001,1972,09,5.3,Y
IDCJAC0001,024001,1972,10,11.9,Y
IDCJAC0001,024001,1972,11,5.8,Y
IDCJAC0001,024001,1972,12,2.5,Y
IDCJAC0001,024001,1973,01,19.5,Y
IDCJAC0001,024001,1973,02,89.9,Y
IDCJAC0001,024001,1973,03,23.6,Y
IDCJAC0001,024001,1973,04,13.2,Y
IDCJAC0001,024001,1973,05,11.6,Y
IDCJAC0001,024001,1973,06,66.2,Y
IDCJAC0001,024001,1973,07,28.2,Y
IDCJAC0001,024001,1973,08,43.3,Y
IDCJAC0001,024001,1973,09,12.3,Y
IDCJAC0001,024001,1973,10,105.9,Y
IDCJAC0001,024001,1973,11,86.0,Y
IDCJAC0001,024001,1973,12,14.3,Y
IDCJAC0001,024001,1974,01,68.4,Y
IDCJAC0001,024001,1974,02,31.6,Y
IDCJAC0001,024001,1974,03,41.0,Y
IDCJAC0001,024001,1974,04,96.4,Y
IDCJAC0001,024001,1974,05,32.2,Y
IDCJAC0001,024001,1974,06,10.2,Y
IDCJAC0001,024001,1974,07,50.8,Y
IDCJAC0001,024001,1974,08,31.4,Y
IDCJAC0001,024001,1974,09,41.1,Y
IDCJAC0001,024001,1974,10,57.4,Y
IDCJAC0001,024001,1974,11,9.0,Y
IDCJAC0001,024001,1974,12,0.0,Y
IDCJAC0001,024001,1975,01,0.4,Y
IDCJAC0001,024001,1975,02,2.0,Y
IDCJAC0001,024001,1975,03,18.4,Y
IDCJAC0001,024001,1975,04,13.0,Y
IDCJAC0001,024001,1975,05,7.4,Y
IDCJAC0001,024001,1975,06,0.4,Y
IDCJAC0001,024001,1975,07,23.0,Y
IDCJAC0001,024001,1975,08,16.1,Y
IDCJAC0001,024001,1975,09,43.6,Y
IDCJAC0001,024001,1975,10,63.8,Y
IDCJAC0001,024001,1975,11,18.4,Y
IDCJAC0001,024001,1975,12,35.8,Y
IDCJAC0001,024001,1976,01,12.0,Y
IDCJAC0001,024001,1976,02,6.8,Y
IDCJAC0001,024001,1976,03,7.0,Y
IDCJAC0001,024001,1976,04,6.8,Y
IDCJAC0001,024001,1976,05,6.0,Y
IDCJAC0001,024001,1976,06,5.8,Y
IDCJAC0001,024001,1976,07,6.8,Y
IDCJAC0001,024001,1976,08,5.8,Y
IDCJAC0001,024001,1976,09,26.2,Y
IDCJAC0001,024001,1976,10,97.6,Y
IDCJAC0001,024001,1976,11,13.0,Y
IDCJAC0001,024001,1976,12,2.0,Y
IDCJAC0001,024001,1977,01,12.0,Y
IDCJAC0001,024001,1977,02,10.0,Y
IDCJAC0001,024001,1977,03,8.0,Y
IDCJAC0001,024001,1977,04,3.6,Y
IDCJAC0001,024001,1977,05,18.4,Y
IDCJAC0001,024001,1977,06,13.6,Y
IDCJAC0001,024001,1977,07,6.0,Y
IDCJAC0001,024001,1977,08,3.8,Y
IDCJAC0001,024001,1977,09,20.6,Y
IDCJAC0001,024001,1977,10,15.8,Y
IDCJAC0001,024001,1977,11,37.6,Y
IDCJAC0001,024001,1977,12,4.2,Y
IDCJAC0001,024001,1978,01,7.6,Y
IDCJAC0001,024001,1978,02,0.0,Y
IDCJAC0001,024001,1978,03,14.8,Y
IDCJAC0001,024001,1978,04,7.8,Y
IDCJAC0001,024001,1978,05,8.6,Y
IDCJAC0001,024001,1978,06,27.8,Y
IDCJAC0001,024001,1978,07,43.2,Y
IDCJAC0001,024001,1978,08,22.0,Y
IDCJAC0001,024001,1978,09,22.8,Y
IDCJAC0001,024001,1978,10,21.0,Y
IDCJAC0001,024001,1978,11,32.6,Y
IDCJAC0001,024001,1978,12,7.8,Y
IDCJAC0001,024001,1979,01,47.6,Y
IDCJAC0001,024001,1979,02,27.0,Y
IDCJAC0001,024001,1979,03,5.0,Y
IDCJAC0001,024001,1979,04,19.4,Y
IDCJAC0001,024001,1979,05,43.4,Y
IDCJAC0001,024001,1979,06,7.2,Y
IDCJAC0001,024001,1979,07,2.0,Y
IDCJAC0001,024001,1979,08,21.2,Y
IDCJAC0001,024001,1979,09,41.4,Y
IDCJAC0001,024001,1979,10,50.1,Y
IDCJAC0001,024001,1979,11,47.0,Y
IDCJAC0001,024001,1979,12,11.8,Y
IDCJAC0001,024001,1980,01,1.0,Y
IDCJAC0001,024001,1980,02,0.0,Y
IDCJAC0001,024001,1980,03,1.0,Y
IDCJAC0001,024001,1980,04,31.6,Y
IDCJAC0001,024001,1980,05,21.0,Y
IDCJAC0001,024001,1980,06,32.8,Y
IDCJAC0001,024001,1980,07,28.1,Y
IDCJAC0001,024001,1980,08,1.9,Y
IDCJAC0001,024001,1980,09,3.6,Y
IDCJAC0001,024001,1980,10,58.8,Y
IDCJAC0001,024001,1980,11,2.4,Y
IDCJAC0001,024001,1980,12,8.6,Y
IDCJAC0001,024001,1981,01,6.2,Y
IDCJAC0001,024001,1981,02,9.0,Y
IDCJAC0001,024001,1981,03,1.4,Y
IDCJAC0001,024001,1981,04,8.2,Y
IDCJAC0001,024001,1981,05,28.8,Y
IDCJAC0001,024001,1981,06,26.2,Y
IDCJAC0001,024001,1981,07,61.0,Y
IDCJAC0001,024001,1981,08,22.4,Y
IDCJAC0001,024001,1981,09,6.4,Y
IDCJAC0001,024001,1981,10,11.2,Y
IDCJAC0001,024001,1981,11,25.4,Y
IDCJAC0001,024001,1981,12,3.0,Y
IDCJAC0001,024001,1982,01,6.0,Y
IDCJAC0001,024001,1982,02,2.0,Y
IDCJAC0001,024001,1982,03,17.4,Y
IDCJAC0001,024001,1982,04,19.4,Y
IDCJAC0001,024001,1982,05,6.6,Y
IDCJAC0001,024001,1982,06,12.2,Y
IDCJAC0001,024001,1982,07,1.4,Y
IDCJAC0001,024001,1982,08,3.2,Y
IDCJAC0001,024001,1982,09,6.8,Y
IDCJAC0001,024001,1982,10,4.6,Y
IDCJAC0001,024001,1982,11,0.0,Y
IDCJAC0001,024001,1982,12,1.2,Y
IDCJAC0001,024001,1983,01,0.0,Y
IDCJAC0001,024001,1983,02,1.0,Y
IDCJAC0001,024001,1983,03,43.8,Y
IDCJAC0001,024001,1983,04,12.0,Y
IDCJAC0001,024001,1983,05,20.0,Y
IDCJAC0001,024001,1983,06,3.8,Y
IDCJAC0001,024001,1983,07,30.6,Y
IDCJAC0001,024001,1983,08,29.4,Y
IDCJAC0001,024001,1983,09,27.6,Y
IDCJAC0001,024001,1983,10,43.8,Y
IDCJAC0001,024001,1983,11,22.0,Y
IDCJAC0001,024001,1983,12,19.6,Y
IDCJAC0001,024001,1984,01,53.4,Y
IDCJAC0001,024001,1984,02,0.6,Y
IDCJAC0001,024001,1984,03,8.0,Y
IDCJAC0001,024001,1984,04,9.0,Y
IDCJAC0001,024001,1984,05,1.8,Y
IDCJAC0001,024001,1984,06,3.4,Y
IDCJAC0001,024001,1984,07,56.0,Y
IDCJAC0001,024001,1984,08,32.8,Y
IDCJAC0001,024001,1984,09,21.0,Y
IDCJAC0001,024001,1984,10,14.2,Y
IDCJAC0001,024001,1984,11,9.6,Y
IDCJAC0001,024001,1984,12,1.4,Y
IDCJAC0001,024001,1985,01,17.4,Y
IDCJAC0001,024001,1985,02,10.6,Y
IDCJAC0001,024001,1985,03,0.0,Y
IDCJAC0001,024001,1985,04,21.0,Y
IDCJAC0001,024001,1985,05,28.4,Y
IDCJAC0001,024001,1985,06,14.4,Y
IDCJAC0001,024001,1985,07,2.4,Y
IDCJAC0001,024001,1985,08,83.0,Y
IDCJAC0001,024001,1985,09,17.8,Y
IDCJAC0001,024001,1985,10,39.0,Y
IDCJAC0001,024001,1985,11,12.2,Y
IDCJAC0001,024001,1985,12,18.2,Y
IDCJAC0001,024001,1986,01,2.4,Y
IDCJAC0001,024001,1986,02,12.0,Y
IDCJAC0001,024001,1986,03,0.0,Y
IDCJAC0001,024001,1986,04,9.2,Y
IDCJAC0001,024001,1986,05,21.2,Y
IDCJAC0001,024001,1986,06,9.6,Y
IDCJAC0001,024001,1986,07,51.4,Y
IDCJAC0001,024001,1986,08,41.9,Y
IDCJAC0001,024001,1986,09,23.8,Y
IDCJAC0001,024001,1986,10,47.6,Y
IDCJAC0001,024001,1986,11,29.4,Y
IDCJAC0001,024001,1986,12,30.4,Y
IDCJAC0001,024001,1987,01,19.4,Y
IDCJAC0001,024001,1987,02,24.0,Y
IDCJAC0001,024001,1987,03,11.4,Y
IDCJAC0001,024001,1987,04,8.0,Y
IDCJAC0001,024001,1987,05,30.0,Y
